0.000000 0.029412 0.000000 0.000000 0.050567 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.857143 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.333333 0.647059 0.250000 0.000000 0.313690 0.250000 0.250000 0.333333 0.333333 0.000000 0.333333 0.000000 0.053571 0.000000 0.000000 0.333333 0.000000 0.000000 1.000000 0.000000 1.000000
0.666667 0.117647 0.000000 0.111111 0.101574 0.250000 0.500000 0.333333 0.000000 0.000000 0.666667 0.000000 0.535714 0.000000 0.000000 0.333333 0.333333 1.000000 1.000000 0.000000 0.000000
0.000000 0.558824 0.250000 0.222222 0.419941 0.250000 0.500000 0.333333 0.000000 0.500000 0.000000 0.333333 0.464286 0.000000 0.500000 0.333333 0.000000 1.000000 1.000000 0.000000 0.000000
0.000000 0.294118 0.500000 0.333333 0.254209 0.250000 0.250000 0.666667 0.000000 0.000000 0.000000 0.666667 0.607143 0.000000 0.500000 0.000000 0.000000 1.000000 1.000000 0.000000 1.000000
0.666667 0.470588 0.250000 0.111111 0.484483 0.000000 0.250000 0.333333 0.000000 0.000000 0.000000 0.666667 0.285714 0.000000 0.500000 0.333333 0.333333 1.000000 0.000000 0.000000 0.000000
0.666667 0.294118 0.250000 0.222222 0.142236 0.500000 0.000000 0.666667 0.000000 0.000000 0.000000 0.333333 0.607143 0.000000 0.000000 0.333333 0.000000 0.000000 1.000000 0.000000 0.000000
0.333333 0.470588 0.250000 0.444444 0.368548 0.250000 0.250000 0.333333 0.000000 0.000000 0.333333 1.000000 0.285714 0.000000 1.000000 0.333333 0.666667 0.000000 0.000000 0.000000 0.000000
0.666667 0.117647 0.250000 0.000000 0.154561 0.750000 0.500000 0.333333 0.666667 0.000000 0.000000 0.000000 0.750000 0.000000 0.000000 0.333333 0.333333 0.000000 1.000000 0.000000 0.000000
0.333333 0.382353 0.000000 0.333333 0.274238 0.250000 0.750000 0.000000 1.000000 0.000000 0.333333 1.000000 0.160714 0.000000 0.000000 0.000000 0.666667 0.000000 1.000000 0.000000 1.000000
0.333333 0.117647 0.250000 0.333333 0.057500 0.250000 1.000000 0.666667 0.333333 0.000000 1.000000 1.000000 0.107143 0.000000 1.000000 0.333333 0.000000 0.000000 1.000000 0.000000 1.000000
0.000000 0.647059 0.250000 0.555556 0.223286 0.250000 1.000000 0.666667 0.333333 0.000000 0.000000 0.333333 0.089286 0.000000 1.000000 0.333333 0.000000 0.000000 1.000000 0.000000 1.000000
0.333333 0.117647 0.250000 0.000000 0.072466 0.250000 0.250000 1.000000 0.333333 0.000000 1.000000 1.000000 0.053571 0.000000 0.000000 0.333333 0.000000 0.000000 0.000000 0.000000 0.000000
0.000000 0.294118 0.000000 0.333333 0.052217 0.250000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.732143 0.000000 0.000000 0.000000 0.333333 0.000000 1.000000 0.000000 1.000000
0.000000 0.161765 0.250000 0.333333 0.063442 0.250000 0.250000 0.333333 0.333333 0.000000 0.000000 1.000000 0.160714 0.000000 1.000000 0.333333 0.000000 0.000000 1.000000 0.000000 0.000000
0.000000 0.294118 0.250000 0.000000 0.056784 1.000000 0.250000 0.000000 0.333333 0.000000 0.333333 1.000000 0.232143 0.000000 0.000000 0.333333 0.333333 0.000000 1.000000 0.000000 1.000000
0.666667 0.294118 0.000000 0.000000 0.119621 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.333333 0.607143 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000
0.000000 0.382353 0.750000 0.555556 0.430395 0.000000 1.000000 0.333333 0.000000 0.000000 0.666667 1.000000 0.107143 0.500000 0.000000 0.666667 0.000000 0.000000 1.000000 0.000000 0.000000
0.333333 0.294118 0.250000 0.444444 0.678387 0.250000 0.000000 0.000000 0.333333 0.000000 0.333333 0.666667 0.446429 0.000000 0.500000 0.333333 0.666667 0.000000 0.000000 0.000000 1.000000
0.666667 0.294118 0.250000 0.000000 0.174975 0.500000 0.000000 0.666667 0.000000 0.000000 0.333333 1.000000 0.214286 0.000000 0.000000 0.333333 0.000000 1.000000 0.000000 0.000000 0.000000
0.666667 0.073529 0.000000 0.333333 0.103665 0.250000 0.250000 0.000000 0.000000 0.000000 0.000000 1.000000 0.517857 0.000000 0.000000 0.666667 0.000000 0.000000 0.000000 0.000000 0.000000
0.000000 0.029412 0.250000 0.000000 0.131892 0.500000 0.250000 0.333333 0.000000 0.000000 0.666667 0.000000 0.446429 0.000000 1.000000 0.333333 0.000000 1.000000 1.000000 0.000000 0.000000
0.000000 0.088235 0.000000 0.333333 0.109552 0.250000 1.000000 1.000000 0.000000 0.000000 0.666667 0.000000 0.517857 0.000000 1.000000 0.000000 0.333333 1.000000 1.000000 1.000000 0.000000
0.333333 0.117647 0.000000 0.444444 0.085507 1.000000 1.000000 0.666667 0.000000 0.000000 0.000000 0.333333 0.446429 0.000000 0.000000 0.333333 0.000000 0.000000 1.000000 0.000000 0.000000
0.666667 0.088235 0.000000 0.222222 0.100088 0.000000 0.250000 0.333333 1.000000 0.000000 1.000000 1.000000 0.125000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000 1.000000 0.000000
0.000000 0.029412 0.250000 0.222222 0.061847 0.250000 0.250000 1.000000 0.000000 0.000000 0.333333 0.000000 0.303571 0.500000 0.000000 0.333333 0.333333 0.000000 0.000000 0.000000 0.000000
0.666667 0.029412 0.750000 0.000000 0.009684 0.250000 0.000000 0.000000 1.000000 0.000000 0.000000 1.000000 0.357143 0.000000 0.000000 0.333333 0.333333 0.000000 1.000000 0.000000 0.000000
1.000000 0.117647 1.000000 0.000000 0.008749 0.750000 0.250000 0.666667 0.333333 0.000000 0.666667 0.000000 0.410714 0.000000 1.000000 0.000000 0.000000 0.000000 1.000000 0.000000 0.000000
0.333333 0.044118 0.250000 0.000000 0.119126 0.250000 0.250000 0.666667 0.000000 0.500000 0.333333 0.000000 0.267857 0.000000 0.000000 0.333333 0.000000 0.000000 1.000000 0.000000 0.000000
0.000000 0.823529 0.500000 0.555556 0.362386 0.250000 0.000000 0.666667 0.000000 0.000000 0.000000 0.666667 0.785714 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 0.000000 1.000000
0.333333 0.205882 0.250000 0.555556 0.091504 0.750000 1.000000 0.666667 1.000000 0.000000 0.666667 0.000000 0.303571 0.500000 0.000000 0.333333 0.000000 0.000000 0.000000 0.000000 0.000000
0.000000 0.294118 0.250000 0.222222 0.207439 0.250000 0.250000 0.333333 0.000000 0.000000 0.333333 1.000000 0.142857 1.000000 0.000000 0.333333 0.000000 0.000000 1.000000 0.000000 0.000000
